mOTU2.0_cluster	mOTU2.0_cluster_name	mOTU2.0_cluster_id	Anaerobic	Aerotolerant	Facultative_aerobic	Microaerophilic	Aerobic
Cupriavidus metallidurans [ref_mOTU_v2_0743]	Cupriavidus metallidurans 	ref_mOTU_v2_0743	0	0	1	0	0
Cupriavidus necator [ref_mOTU_v2_0188]	Cupriavidus necator 	ref_mOTU_v2_0188	0	0	1	0	0
Cupriavidus pinatubonensis [ref_mOTU_v2_3847]	Cupriavidus pinatubonensis 	ref_mOTU_v2_3847	0	0	1	0	0
Cupriavidus sp. amp6 [ref_mOTU_v2_4126]	Cupriavidus sp. amp6 	ref_mOTU_v2_4126	0	0	0	0	1
Cupriavidus sp. BIS7 [ref_mOTU_v2_2576]	Cupriavidus sp. BIS7 	ref_mOTU_v2_2576	0	0	0	0	0
Cupriavidus sp. SK-3 [ref_mOTU_v2_3539]	Cupriavidus sp. SK-3 	ref_mOTU_v2_3539	0	0	0	0	0
Cupriavidus taiwanensis [ref_mOTU_v2_0168]	Cupriavidus taiwanensis 	ref_mOTU_v2_0168	0	0	0	0	1
Curtobacterium sp. S6 [ref_mOTU_v2_3554]	Curtobacterium sp. S6 	ref_mOTU_v2_3554	0	0	0	0	0
Curtobacterium sp. UNCCL17 [ref_mOTU_v2_3443]	Curtobacterium sp. UNCCL17 	ref_mOTU_v2_3443	0	0	0	0	0
Curvibacter lanceolatus [ref_mOTU_v2_2813]	Curvibacter lanceolatus 	ref_mOTU_v2_2813	0	0	0	0	0
Cyanobacterium aponinum [ref_mOTU_v2_4923]	Cyanobacterium aponinum 	ref_mOTU_v2_4923	0	0	0	0	1
cyanobacterium PCC 7702 [ref_mOTU_v2_2393]	cyanobacterium PCC 7702 	ref_mOTU_v2_2393	0	0	0	0	0
Cyanobacterium stanieri [ref_mOTU_v2_3907]	Cyanobacterium stanieri 	ref_mOTU_v2_3907	0	0	0	0	0
Cyanobium gracile [ref_mOTU_v2_3908]	Cyanobium gracile 	ref_mOTU_v2_3908	0	0	0	0	1
Cyanobium sp. CACIAM 14 [ref_mOTU_v2_3575]	Cyanobium sp. CACIAM 14 	ref_mOTU_v2_3575	0	0	0	0	0
Cyanobium sp. PCC 7001 [ref_mOTU_v2_3721]	Cyanobium sp. PCC 7001 	ref_mOTU_v2_3721	0	0	0	0	0
Cyanothece sp. [ref_mOTU_v2_1367]	Cyanothece sp. 	ref_mOTU_v2_1367	0	0	1	0	0
Cyanothece sp. ATCC 51142 [ref_mOTU_v2_1392]	Cyanothece sp. ATCC 51142 	ref_mOTU_v2_1392	0	0	1	0	0
Cyanothece sp. CCY0110 [ref_mOTU_v2_4146]	Cyanothece sp. CCY0110 	ref_mOTU_v2_4146	0	0	1	0	0
Cyanothece sp. PCC 7424 [ref_mOTU_v2_4714]	Cyanothece sp. PCC 7424 	ref_mOTU_v2_4714	0	0	1	0	0
Cyanothece sp. PCC 7425 [ref_mOTU_v2_4164]	Cyanothece sp. PCC 7425 	ref_mOTU_v2_4164	0	0	1	0	0
Cyanothece sp. PCC 7822 [ref_mOTU_v2_4360]	Cyanothece sp. PCC 7822 	ref_mOTU_v2_4360	1	0	0	0	0
Cyclobacterium marinum [ref_mOTU_v2_5069]	Cyclobacterium marinum 	ref_mOTU_v2_5069	0	0	0	0	0
Cyclobacterium qasimii [ref_mOTU_v2_4674]	Cyclobacterium qasimii 	ref_mOTU_v2_4674	0	0	0	0	0
Cycloclasticus pugetii/zancles [ref_mOTU_v2_0758]	Cycloclasticus pugetii/zancles 	ref_mOTU_v2_0758	0	0	0	0	1
Cylindrospermopsis raciborskii [ref_mOTU_v2_4446]	Cylindrospermopsis raciborskii 	ref_mOTU_v2_4446	0	0	0	0	0
Cylindrospermum stagnale [ref_mOTU_v2_4505]	Cylindrospermum stagnale 	ref_mOTU_v2_4505	0	0	0	0	1
Cystobacter fuscus [ref_mOTU_v2_2754]	Cystobacter fuscus 	ref_mOTU_v2_2754	0	0	0	0	1
Cytophaga aurantiaca [ref_mOTU_v2_1927]	Cytophaga aurantiaca 	ref_mOTU_v2_1927	0	0	0	0	0
Cytophaga hutchinsonii [ref_mOTU_v2_3863]	Cytophaga hutchinsonii 	ref_mOTU_v2_3863	0	0	0	0	1
Dactylococcopsis salina [ref_mOTU_v2_2993]	Dactylococcopsis salina 	ref_mOTU_v2_2993	0	0	0	0	0
Dactylosporangium aurantiacum [ref_mOTU_v2_4065]	Dactylosporangium aurantiacum 	ref_mOTU_v2_4065	0	0	0	0	0
Dasania marina [ref_mOTU_v2_1928]	Dasania marina 	ref_mOTU_v2_1928	0	0	0	0	1
DDesmospora sp. 8437 [ref_mOTU_v2_5290]	DDesmospora sp. 8437 	ref_mOTU_v2_5290	0	0	0	0	0
Dechloromonas agitata [ref_mOTU_v2_3004]	Dechloromonas agitata 	ref_mOTU_v2_3004	0	0	0	0	0
Dechloromonas aromatica [ref_mOTU_v2_3692]	Dechloromonas aromatica 	ref_mOTU_v2_3692	0	0	1	0	0
Deferribacter desulfuricans [ref_mOTU_v2_4663]	Deferribacter desulfuricans 	ref_mOTU_v2_4663	0	0	0	0	0
Deferrisoma camini [ref_mOTU_v2_2236]	Deferrisoma camini 	ref_mOTU_v2_2236	0	0	0	0	0
Defluviimonas sp. 20V17 [ref_mOTU_v2_3371]	Defluviimonas sp. 20V17 	ref_mOTU_v2_3371	0	0	0	0	1
Dehalobacter restrictus [ref_mOTU_v2_0572]	Dehalobacter restrictus 	ref_mOTU_v2_0572	1	0	0	0	0
Dehalobacter sp. FTH1 [ref_mOTU_v2_1617]	Dehalobacter sp. FTH1 	ref_mOTU_v2_1617	0	0	0	0	1
Dehalococcoides mccartyi [ref_mOTU_v2_0748]	Dehalococcoides mccartyi 	ref_mOTU_v2_0748	1	0	0	0	0
Dehalococcoides mccartyi [ref_mOTU_v2_1121]	Dehalococcoides mccartyi 	ref_mOTU_v2_1121	1	0	0	0	0
Dehalococcoides mccartyi [ref_mOTU_v2_3816]	Dehalococcoides mccartyi 	ref_mOTU_v2_3816	1	0	0	0	0
Dehalogenimonas lykanthroporepellens [ref_mOTU_v2_4481]	Dehalogenimonas lykanthroporepellens 	ref_mOTU_v2_4481	1	0	0	0	0
Deinococcus apachensis [ref_mOTU_v2_1930]	Deinococcus apachensis 	ref_mOTU_v2_1930	0	0	0	0	0
Deinococcus aquatilis [ref_mOTU_v2_1931]	Deinococcus aquatilis 	ref_mOTU_v2_1931	0	0	0	0	1
Deinococcus deserti [ref_mOTU_v2_4471]	Deinococcus deserti 	ref_mOTU_v2_4471	0	0	0	0	1
Deinococcus ficus [ref_mOTU_v2_0479]	Deinococcus ficus 	ref_mOTU_v2_0479	0	0	1	0	0
Deinococcus frigens [ref_mOTU_v2_1932]	Deinococcus frigens 	ref_mOTU_v2_1932	0	0	0	0	0
Deinococcus geothermalis [ref_mOTU_v2_3991]	Deinococcus geothermalis 	ref_mOTU_v2_3991	0	0	0	0	1
Deinococcus gobiensis [ref_mOTU_v2_4905]	Deinococcus gobiensis 	ref_mOTU_v2_4905	0	0	0	0	0
Deinococcus maricopensis [ref_mOTU_v2_4845]	Deinococcus maricopensis 	ref_mOTU_v2_4845	0	0	0	0	1
Deinococcus marmoris [ref_mOTU_v2_1933]	Deinococcus marmoris 	ref_mOTU_v2_1933	0	0	0	0	0
Deinococcus misasensis [ref_mOTU_v2_1934]	Deinococcus misasensis 	ref_mOTU_v2_1934	0	0	0	0	0
Deinococcus murrayi [ref_mOTU_v2_0480]	Deinococcus murrayi 	ref_mOTU_v2_0480	0	0	0	0	0
Deinococcus peraridilitoris [ref_mOTU_v2_5213]	Deinococcus peraridilitoris 	ref_mOTU_v2_5213	0	0	0	0	1
Deinococcus phoenicis [ref_mOTU_v2_3548]	Deinococcus phoenicis 	ref_mOTU_v2_3548	0	0	0	0	0
Deinococcus pimensis [ref_mOTU_v2_5157]	Deinococcus pimensis 	ref_mOTU_v2_5157	0	0	0	0	1
Deinococcus proteolyticus [ref_mOTU_v2_4817]	Deinococcus proteolyticus 	ref_mOTU_v2_4817	0	0	0	0	1
Deinococcus radiodurans [ref_mOTU_v2_0481]	Deinococcus radiodurans 	ref_mOTU_v2_0481	0	0	0	0	1
Deinococcus sp. YIM 77859 [ref_mOTU_v2_3659]	Deinococcus sp. YIM 77859 	ref_mOTU_v2_3659	0	0	0	0	0
Deinococcus wulumuqiensis [ref_mOTU_v2_1001]	Deinococcus wulumuqiensis 	ref_mOTU_v2_1001	0	0	0	0	1
Delftia acidovorans/tsuruhatensis [ref_mOTU_v2_1232]	Delftia acidovorans/tsuruhatensis 	ref_mOTU_v2_1232	0	0	0	0	1
Demetria terragena [ref_mOTU_v2_1935]	Demetria terragena 	ref_mOTU_v2_1935	0	0	0	1	0
Denitrovibrio acetiphilus [ref_mOTU_v2_4410]	Denitrovibrio acetiphilus 	ref_mOTU_v2_4410	1	0	0	0	0
Dermabacter hominis [ref_mOTU_v2_0771]	Dermabacter hominis 	ref_mOTU_v2_0771	0	0	1	0	0
Dermacoccus nishinomiyaensis [ref_mOTU_v2_0967]	Dermacoccus nishinomiyaensis 	ref_mOTU_v2_0967	0	0	0	0	1
Desulfarculus baarsii [ref_mOTU_v2_4685]	Desulfarculus baarsii 	ref_mOTU_v2_4685	1	0	0	0	0
Desulfatibacillum aliphaticivorans/alkenivorans [ref_mOTU_v2_0482]	Desulfatibacillum aliphaticivorans/alkenivorans 	ref_mOTU_v2_0482	1	0	0	0	0
Desulfatiglans anilini [ref_mOTU_v2_1938]	Desulfatiglans anilini 	ref_mOTU_v2_1938	1	0	0	0	0
Desulfitibacter alkalitolerans [ref_mOTU_v2_3005]	Desulfitibacter alkalitolerans 	ref_mOTU_v2_3005	1	0	0	0	0
Desulfitobacterium dehalogenans [ref_mOTU_v2_1233]	Desulfitobacterium dehalogenans 	ref_mOTU_v2_1233	1	0	0	0	0
Desulfitobacterium dichloroeliminans [ref_mOTU_v2_5049]	Desulfitobacterium dichloroeliminans 	ref_mOTU_v2_5049	1	0	0	0	0
Desulfitobacterium hafniense [ref_mOTU_v2_0329]	Desulfitobacterium hafniense 	ref_mOTU_v2_0329	1	0	0	0	0
Desulfitobacterium metallireducens [ref_mOTU_v2_5050]	Desulfitobacterium metallireducens 	ref_mOTU_v2_5050	1	0	0	0	0
Desulfobacca acetoxidans [ref_mOTU_v2_5071]	Desulfobacca acetoxidans 	ref_mOTU_v2_5071	1	0	0	0	0
Desulfobacter curvatus [ref_mOTU_v2_1936]	Desulfobacter curvatus 	ref_mOTU_v2_1936	1	0	0	0	0
Desulfobacter postgatei [ref_mOTU_v2_5065]	Desulfobacter postgatei 	ref_mOTU_v2_5065	1	0	0	0	0
Desulfobacter vibrioformis [ref_mOTU_v2_1937]	Desulfobacter vibrioformis 	ref_mOTU_v2_1937	0	0	0	0	0
Desulfobacterium autotrophicum [ref_mOTU_v2_3714]	Desulfobacterium autotrophicum 	ref_mOTU_v2_3714	1	0	0	0	0
Desulfobacula sp. TS [ref_mOTU_v2_2687]	Desulfobacula sp. TS 	ref_mOTU_v2_2687	0	0	0	0	0
Desulfobacula toluolica [ref_mOTU_v2_4710]	Desulfobacula toluolica 	ref_mOTU_v2_4710	1	0	0	0	0
Desulfobulbus japonicus [ref_mOTU_v2_1939]	Desulfobulbus japonicus 	ref_mOTU_v2_1939	1	0	0	0	0
Desulfobulbus propionicus [ref_mOTU_v2_4555]	Desulfobulbus propionicus 	ref_mOTU_v2_4555	1	0	0	0	0
Desulfobulbus sp. Tol-SR [ref_mOTU_v2_3646]	Desulfobulbus sp. Tol-SR 	ref_mOTU_v2_3646	0	0	0	0	0
Desulfocapsa sulfexigens [ref_mOTU_v2_2376]	Desulfocapsa sulfexigens 	ref_mOTU_v2_2376	0	0	0	0	0
Desulfococcus multivorans [ref_mOTU_v2_1940]	Desulfococcus multivorans 	ref_mOTU_v2_1940	0	0	0	0	0
Desulfococcus oleovorans [ref_mOTU_v2_5257]	Desulfococcus oleovorans 	ref_mOTU_v2_5257	1	0	0	0	0
Desulfocurvus vexinensis [ref_mOTU_v2_1941]	Desulfocurvus vexinensis 	ref_mOTU_v2_1941	1	0	0	0	0
Desulfohalobium retbaense [ref_mOTU_v2_4346]	Desulfohalobium retbaense 	ref_mOTU_v2_4346	1	0	0	0	0
Desulfomicrobium baculatum [ref_mOTU_v2_4428]	Desulfomicrobium baculatum 	ref_mOTU_v2_4428	1	0	0	0	0
Desulfomicrobium escambiense [ref_mOTU_v2_1942]	Desulfomicrobium escambiense 	ref_mOTU_v2_1942	1	0	0	0	0
Desulfomonile tiedjei [ref_mOTU_v2_4842]	Desulfomonile tiedjei 	ref_mOTU_v2_4842	1	0	0	0	0
Desulfonatronospira thiodismutans [ref_mOTU_v2_4496]	Desulfonatronospira thiodismutans 	ref_mOTU_v2_4496	1	0	0	0	0
Desulfonatronovibrio hydrogenovorans [ref_mOTU_v2_1943]	Desulfonatronovibrio hydrogenovorans 	ref_mOTU_v2_1943	0	0	0	0	0
Desulfonatronum lacustre [ref_mOTU_v2_5205]	Desulfonatronum lacustre 	ref_mOTU_v2_5205	1	0	0	0	0
Desulfonatronum thiodismutans [ref_mOTU_v2_3693]	Desulfonatronum thiodismutans 	ref_mOTU_v2_3693	0	0	0	0	0
Desulfonauticus sp. A7A [ref_mOTU_v2_3156]	Desulfonauticus sp. A7A 	ref_mOTU_v2_3156	1	0	0	0	0
Desulforegula conservatrix [ref_mOTU_v2_3006]	Desulforegula conservatrix 	ref_mOTU_v2_3006	0	0	0	0	0
Desulfosarcina sp. BuS5 [ref_mOTU_v2_5194]	Desulfosarcina sp. BuS5 	ref_mOTU_v2_5194	0	0	0	0	0
Desulfospira joergensenii [ref_mOTU_v2_2814]	Desulfospira joergensenii 	ref_mOTU_v2_2814	0	0	0	0	0
Desulfosporosinus acidiphilus [ref_mOTU_v2_4696]	Desulfosporosinus acidiphilus 	ref_mOTU_v2_4696	1	0	0	0	0
Desulfosporosinus meridiei [ref_mOTU_v2_4968]	Desulfosporosinus meridiei 	ref_mOTU_v2_4968	1	0	0	0	0
Desulfosporosinus orientis [ref_mOTU_v2_4969]	Desulfosporosinus orientis 	ref_mOTU_v2_4969	1	0	0	0	0
Desulfosporosinus sp. HMP52 [ref_mOTU_v2_3565]	Desulfosporosinus sp. HMP52 	ref_mOTU_v2_3565	1	0	0	0	0
Desulfosporosinus sp. OT [ref_mOTU_v2_5149]	Desulfosporosinus sp. OT 	ref_mOTU_v2_5149	1	0	0	0	0
Desulfosporosinus sp. Tol-M [ref_mOTU_v2_3645]	Desulfosporosinus sp. Tol-M 	ref_mOTU_v2_3645	1	0	0	0	0
Desulfosporosinus youngiae [ref_mOTU_v2_4970]	Desulfosporosinus youngiae 	ref_mOTU_v2_4970	1	0	0	0	0
Desulfotalea psychrophila [ref_mOTU_v2_3715]	Desulfotalea psychrophila 	ref_mOTU_v2_3715	1	0	0	0	0
Desulfotignum balticum/phosphitoxidans [ref_mOTU_v2_0994]	Desulfotignum balticum/phosphitoxidans 	ref_mOTU_v2_0994	1	0	0	0	0
Desulfotomaculum acetoxidans [ref_mOTU_v2_4347]	Desulfotomaculum acetoxidans 	ref_mOTU_v2_4347	1	0	0	0	0
Desulfotomaculum alcoholivorax [ref_mOTU_v2_1944]	Desulfotomaculum alcoholivorax 	ref_mOTU_v2_1944	1	0	0	0	0
Desulfotomaculum alkaliphilum [ref_mOTU_v2_1945]	Desulfotomaculum alkaliphilum 	ref_mOTU_v2_1945	1	0	0	0	0
Desulfotomaculum gibsoniae [ref_mOTU_v2_4963]	Desulfotomaculum gibsoniae 	ref_mOTU_v2_4963	1	0	0	0	0
Desulfotomaculum hydrothermale [ref_mOTU_v2_1946]	Desulfotomaculum hydrothermale 	ref_mOTU_v2_1946	1	0	0	0	0
Desulfotomaculum kuznetsovii [ref_mOTU_v2_4935]	Desulfotomaculum kuznetsovii 	ref_mOTU_v2_4935	1	0	0	0	0
Desulfotomaculum nigrificans [ref_mOTU_v2_1485]	Desulfotomaculum nigrificans 	ref_mOTU_v2_1485	1	0	0	0	0
Desulfotomaculum reducens [ref_mOTU_v2_4052]	Desulfotomaculum reducens 	ref_mOTU_v2_4052	1	0	0	0	0
Desulfotomaculum ruminis [ref_mOTU_v2_4825]	Desulfotomaculum ruminis 	ref_mOTU_v2_4825	1	0	0	0	0
Desulfotomaculum thermocisternum [ref_mOTU_v2_1947]	Desulfotomaculum thermocisternum 	ref_mOTU_v2_1947	1	0	0	0	0
Desulfovermiculus halophilus [ref_mOTU_v2_1948]	Desulfovermiculus halophilus 	ref_mOTU_v2_1948	1	0	0	0	0
Desulfovibrio acrylicus/desulfuricans [ref_mOTU_v2_0483]	Desulfovibrio acrylicus/desulfuricans 	ref_mOTU_v2_0483	1	0	0	0	0
Desulfovibrio aespoeensis [ref_mOTU_v2_4679]	Desulfovibrio aespoeensis 	ref_mOTU_v2_4679	0	0	0	0	0
Desulfovibrio africanus [ref_mOTU_v2_0484]	Desulfovibrio africanus 	ref_mOTU_v2_0484	1	0	0	0	0
Desulfovibrio alaskensis [ref_mOTU_v2_3764]	Desulfovibrio alaskensis 	ref_mOTU_v2_3764	1	0	0	0	0
Desulfovibrio alcoholivorans [ref_mOTU_v2_1949]	Desulfovibrio alcoholivorans 	ref_mOTU_v2_1949	0	0	0	0	0
Desulfovibrio alkalitolerans [ref_mOTU_v2_1950]	Desulfovibrio alkalitolerans 	ref_mOTU_v2_1950	0	0	0	0	0
Desulfovibrio aminophilus [ref_mOTU_v2_1951]	Desulfovibrio aminophilus 	ref_mOTU_v2_1951	1	0	0	0	0
Desulfovibrio bastinii [ref_mOTU_v2_1952]	Desulfovibrio bastinii 	ref_mOTU_v2_1952	1	0	0	0	0
Desulfovibrio cuneatus [ref_mOTU_v2_1953]	Desulfovibrio cuneatus 	ref_mOTU_v2_1953	1	0	0	0	0
Desulfovibrio desulfuricans [ref_mOTU_v2_1954]	Desulfovibrio desulfuricans 	ref_mOTU_v2_1954	1	0	0	0	0
Desulfovibrio desulfuricans [ref_mOTU_v2_4417]	Desulfovibrio desulfuricans 	ref_mOTU_v2_4417	1	0	0	0	0
Desulfovibrio desulfuricans [ref_mOTU_v2_4673]	Desulfovibrio desulfuricans 	ref_mOTU_v2_4673	1	0	0	0	0
Desulfovibrio frigidus [ref_mOTU_v2_1955]	Desulfovibrio frigidus 	ref_mOTU_v2_1955	1	0	0	0	0
Desulfovibrio fructosivorans [ref_mOTU_v2_4612]	Desulfovibrio fructosivorans 	ref_mOTU_v2_4612	1	0	0	0	0
Desulfovibrio gigas [ref_mOTU_v2_0485]	Desulfovibrio gigas 	ref_mOTU_v2_0485	1	0	0	0	0
Desulfovibrio hydrothermalis [ref_mOTU_v2_0486]	Desulfovibrio hydrothermalis 	ref_mOTU_v2_0486	0	0	0	0	0
Desulfovibrio longus [ref_mOTU_v2_1957]	Desulfovibrio longus 	ref_mOTU_v2_1957	1	0	0	0	0
Desulfovibrio magneticus [ref_mOTU_v2_2999]	Desulfovibrio magneticus 	ref_mOTU_v2_2999	0	0	0	0	0
Desulfovibrio magneticus [ref_mOTU_v2_4541]	Desulfovibrio magneticus 	ref_mOTU_v2_4541	0	0	0	0	0
Desulfovibrio oxyclinae [ref_mOTU_v2_1958]	Desulfovibrio oxyclinae 	ref_mOTU_v2_1958	1	0	0	0	0
Desulfovibrio piezophilus [ref_mOTU_v2_3048]	Desulfovibrio piezophilus 	ref_mOTU_v2_3048	0	0	0	0	0
Desulfovibrio piger [ref_mOTU_v2_4205]	Desulfovibrio piger 	ref_mOTU_v2_4205	1	0	0	0	0
Desulfovibrio salexigens [ref_mOTU_v2_4435]	Desulfovibrio salexigens 	ref_mOTU_v2_4435	1	0	0	0	0
Desulfovibrio sp. [ref_mOTU_v2_1394]	Desulfovibrio sp. 	ref_mOTU_v2_1394	1	0	0	0	0
Desulfovibrio sp. [ref_mOTU_v2_3017]	Desulfovibrio sp. 	ref_mOTU_v2_3017	0	0	0	0	0
Desulfovibrio sp. An276 [meta_mOTU_v2_6908]	Desulfovibrio sp. An276 	meta_mOTU_v2_6908	#N/A	#N/A	#N/A	#N/A	#N/A
Desulfovibrio sp. FW1012B [ref_mOTU_v2_4692]	Desulfovibrio sp. FW1012B 	ref_mOTU_v2_4692	1	0	0	0	0
Desulfovibrio sp. U5L [ref_mOTU_v2_4613]	Desulfovibrio sp. U5L 	ref_mOTU_v2_4613	0	0	0	0	0
Desulfovibrio sp. X2 [ref_mOTU_v2_5235]	Desulfovibrio sp. X2 	ref_mOTU_v2_5235	0	0	0	0	0
Desulfovibrio vulgaris [ref_mOTU_v2_1363]	Desulfovibrio vulgaris 	ref_mOTU_v2_1363	1	0	0	0	0
Desulfovibrio vulgaris [ref_mOTU_v2_5082]	Desulfovibrio vulgaris 	ref_mOTU_v2_5082	1	0	0	0	0
Desulfovirgula thermocuniculi [ref_mOTU_v2_1959]	Desulfovirgula thermocuniculi 	ref_mOTU_v2_1959	1	0	0	0	0
Desulfurella acetivorans [ref_mOTU_v2_4822]	Desulfurella acetivorans 	ref_mOTU_v2_4822	1	0	0	0	0
Desulfurispirillum indicum [ref_mOTU_v2_4713]	Desulfurispirillum indicum 	ref_mOTU_v2_4713	1	0	0	0	0
Desulfurispora thermophila [ref_mOTU_v2_1960]	Desulfurispora thermophila 	ref_mOTU_v2_1960	1	0	0	0	0
Desulfurivibrio alkaliphilus [ref_mOTU_v2_4586]	Desulfurivibrio alkaliphilus 	ref_mOTU_v2_4586	1	0	0	0	0
Desulfurobacterium sp. TC5-1 [ref_mOTU_v2_2349]	Desulfurobacterium sp. TC5-1 	ref_mOTU_v2_2349	0	0	0	0	0
Desulfurobacterium thermolithotrophum [ref_mOTU_v2_5042]	Desulfurobacterium thermolithotrophum 	ref_mOTU_v2_5042	1	0	0	0	0
Desulfurococcus mucosus [ref_mOTU_v2_4949]	Desulfurococcus mucosus 	ref_mOTU_v2_4949	1	0	0	0	0
Desulfurococcus sp. [ref_mOTU_v2_0636]	Desulfurococcus sp. 	ref_mOTU_v2_0636	1	0	0	0	0
Desulfuromonas acetoxidans [ref_mOTU_v2_3884]	Desulfuromonas acetoxidans 	ref_mOTU_v2_3884	1	0	0	0	0
Desulfuromonas sp. TF [ref_mOTU_v2_2682]	Desulfuromonas sp. TF 	ref_mOTU_v2_2682	0	0	0	0	0
Dethiobacter alkaliphilus [ref_mOTU_v2_4493]	Dethiobacter alkaliphilus 	ref_mOTU_v2_4493	1	0	0	0	0
Dethiosulfovibrio peptidovorans [ref_mOTU_v2_4308]	Dethiosulfovibrio peptidovorans 	ref_mOTU_v2_4308	0	0	0	0	1
Devosia riboflavina [ref_mOTU_v2_4305]	Devosia riboflavina 	ref_mOTU_v2_4305	0	0	0	0	1
Devosia sp. [ref_mOTU_v2_1108]	Devosia sp. 	ref_mOTU_v2_1108	0	0	0	0	1
Devosia sp. LC5 [ref_mOTU_v2_3598]	Devosia sp. LC5 	ref_mOTU_v2_3598	0	0	0	0	1
Dialister invisus [meta_mOTU_v2_6402]	Dialister invisus 	meta_mOTU_v2_6402	#N/A	#N/A	#N/A	#N/A	#N/A
Dialister invisus [meta_mOTU_v2_7291]	Dialister invisus 	meta_mOTU_v2_7291	#N/A	#N/A	#N/A	#N/A	#N/A
Dialister invisus [meta_mOTU_v2_7623]	Dialister invisus 	meta_mOTU_v2_7623	#N/A	#N/A	#N/A	#N/A	#N/A
Dialister invisus [ref_mOTU_v2_4598]	Dialister invisus 	ref_mOTU_v2_4598	1	0	0	0	0
Dialister micraerophilus [ref_mOTU_v2_1523]	Dialister micraerophilus 	ref_mOTU_v2_1523	1	0	0	0	0
Dialister sp. CAG:357 [meta_mOTU_v2_6815]	Dialister sp. CAG:357 	meta_mOTU_v2_6815	#N/A	#N/A	#N/A	#N/A	#N/A
Dialister succinatiphilus [ref_mOTU_v2_4885]	Dialister succinatiphilus 	ref_mOTU_v2_4885	1	0	0	0	0
Dichelobacter nodosus [ref_mOTU_v2_3826]	Dichelobacter nodosus 	ref_mOTU_v2_3826	1	0	0	0	0
Dickeya chrysanthemi [ref_mOTU_v2_0849]	Dickeya chrysanthemi 	ref_mOTU_v2_0849	0	0	1	0	0
Dickeya dadantii [ref_mOTU_v2_0850]	Dickeya dadantii 	ref_mOTU_v2_0850	0	0	1	0	0
Dickeya dianthicola [ref_mOTU_v2_0848]	Dickeya dianthicola 	ref_mOTU_v2_0848	0	0	0	0	0
Dickeya paradisiaca [ref_mOTU_v2_0853]	Dickeya paradisiaca 	ref_mOTU_v2_0853	0	0	1	0	0
Dickeya solani [ref_mOTU_v2_0854]	Dickeya solani 	ref_mOTU_v2_0854	0	0	1	0	0
Dickeya sp. 2B12 [ref_mOTU_v2_3687]	Dickeya sp. 2B12 	ref_mOTU_v2_3687	0	0	0	0	0
Dickeya sp. DW 0440 [ref_mOTU_v2_2616]	Dickeya sp. DW 0440 	ref_mOTU_v2_2616	0	0	0	0	0
Dickeya sp. NCPPB 569 [ref_mOTU_v2_4522]	Dickeya sp. NCPPB 569 	ref_mOTU_v2_4522	0	0	0	0	0
Dickeya zeae [ref_mOTU_v2_0717]	Dickeya zeae 	ref_mOTU_v2_0717	0	0	1	0	0
Dictyoglomus thermophilum [ref_mOTU_v2_3927]	Dictyoglomus thermophilum 	ref_mOTU_v2_3927	1	0	0	0	0
Dictyoglomus turgidum [ref_mOTU_v2_4390]	Dictyoglomus turgidum 	ref_mOTU_v2_4390	1	0	0	0	0
Dielma fastidiosa [ref_mOTU_v2_0138]	Dielma fastidiosa 	ref_mOTU_v2_0138	0	0	0	0	0
Dietzia alimentaria [ref_mOTU_v2_1705]	Dietzia alimentaria 	ref_mOTU_v2_1705	0	0	0	0	0
Dietzia sp. UCD-THP [ref_mOTU_v2_2946]	Dietzia sp. UCD-THP 	ref_mOTU_v2_2946	0	0	0	0	0
Dinoroseobacter shibae [ref_mOTU_v2_4179]	Dinoroseobacter shibae 	ref_mOTU_v2_4179	0	0	0	0	1
Diplorickettsia massiliensis [ref_mOTU_v2_2335]	Diplorickettsia massiliensis 	ref_mOTU_v2_2335	0	0	0	0	0
Diplosphaera colitermitum [ref_mOTU_v2_3878]	Diplosphaera colitermitum 	ref_mOTU_v2_3878	0	0	1	0	0
Dokdonia donghaensis [ref_mOTU_v2_1021]	Dokdonia donghaensis 	ref_mOTU_v2_1021	0	0	0	0	0
Dokdonia sp. 4H-3-7-5 [ref_mOTU_v2_5269]	Dokdonia sp. 4H-3-7-5 	ref_mOTU_v2_5269	0	0	0	0	0
Dokdonia sp. PRO95 [ref_mOTU_v2_2750]	Dokdonia sp. PRO95 	ref_mOTU_v2_2750	0	0	0	0	0
Dolosigranulum pigrum [ref_mOTU_v2_5089]	Dolosigranulum pigrum 	ref_mOTU_v2_5089	0	0	1	0	0
Dongia sp. URHE0060 [ref_mOTU_v2_3174]	Dongia sp. URHE0060 	ref_mOTU_v2_3174	0	0	0	0	0
Dorea formicigenerans [ref_mOTU_v2_0973]	Dorea formicigenerans 	ref_mOTU_v2_0973	1	0	0	0	0
Dorea longicatena [ref_mOTU_v2_2893]	Dorea longicatena 	ref_mOTU_v2_2893	1	0	0	0	0
Dorea longicatena [ref_mOTU_v2_4203]	Dorea longicatena 	ref_mOTU_v2_4203	1	0	0	0	0
Dorea sp. 5-2 [ref_mOTU_v2_2709]	Dorea sp. 5-2 	ref_mOTU_v2_2709	1	0	0	0	0
Draconibacterium orientale [ref_mOTU_v2_2379]	Draconibacterium orientale 	ref_mOTU_v2_2379	0	0	0	0	0
Duganella zoogloeoides [ref_mOTU_v2_2802]	Duganella zoogloeoides 	ref_mOTU_v2_2802	0	0	0	0	0
