mOTU_ID,mOTU_name
ref_mOTU_v2_0409,Lactobacillus rossiae [ref_mOTU_v2_0409]
ref_mOTU_v2_0167,Lactobacillus ruminis [ref_mOTU_v2_0167]
ref_mOTU_v2_0498,Lactobacillus saerimneri [ref_mOTU_v2_0498]
ref_mOTU_v2_0992,Lactobacillus sakei [ref_mOTU_v2_0992]
ref_mOTU_v2_0125,Lactobacillus salivarius [ref_mOTU_v2_0125]
ref_mOTU_v2_4859,Lactobacillus sanfranciscensis [ref_mOTU_v2_4859]
ref_mOTU_v2_2675,Lactobacillus shenzhenensis [ref_mOTU_v2_2675]
ref_mOTU_v2_5258,Lactobacillus sp. ASF360 [ref_mOTU_v2_5258]
ref_mOTU_v2_1170,Lactobacillus sp. [ref_mOTU_v2_1170]
ref_mOTU_v2_3666,Lactobacillus sp. wkB10 [ref_mOTU_v2_3666]
ref_mOTU_v2_3667,Lactobacillus sp. wkB8 [ref_mOTU_v2_3667]
ref_mOTU_v2_3390,Lactobacillus sucicola [ref_mOTU_v2_3390]
ref_mOTU_v2_3391,Lactobacillus suebicus [ref_mOTU_v2_3391]
ref_mOTU_v2_4425,Lactobacillus ultunensis [ref_mOTU_v2_4425]
ref_mOTU_v2_3392,Lactobacillus vaginalis [ref_mOTU_v2_3392]
ref_mOTU_v2_3393,Lactobacillus versmoldensis [ref_mOTU_v2_3393]
ref_mOTU_v2_2269,Lactobacillus vini [ref_mOTU_v2_2269]
ref_mOTU_v2_0107,Lactococcus garvieae [ref_mOTU_v2_0107]
ref_mOTU_v2_2655,Lactococcus garvieae [ref_mOTU_v2_2655]
ref_mOTU_v2_2676,Lactococcus garvieae [ref_mOTU_v2_2676]
ref_mOTU_v2_0182,Lactococcus lactis [ref_mOTU_v2_0182]
ref_mOTU_v2_0371,Lactococcus lactis [ref_mOTU_v2_0371]
ref_mOTU_v2_2569,Lactococcus raffinolactis [ref_mOTU_v2_2569]
ref_mOTU_v2_4952,Lamprocystis purpurea [ref_mOTU_v2_4952]
ref_mOTU_v2_0499,Laribacter hongkongensis [ref_mOTU_v2_0499]
meta_mOTU_v2_7521,Lautropia mirabilis [meta_mOTU_v2_7521]
ref_mOTU_v2_5102,Lautropia mirabilis [ref_mOTU_v2_5102]
meta_mOTU_v2_7078,Lawsonella clevelandensis [meta_mOTU_v2_7078]
ref_mOTU_v2_0892,Lawsonia intracellularis [ref_mOTU_v2_0892]
ref_mOTU_v2_4702,Leadbetterella byssophila [ref_mOTU_v2_4702]
ref_mOTU_v2_1532,Lebetimonas sp. [ref_mOTU_v2_1532]
ref_mOTU_v2_4781,Lechevalieria aerocolonigenes [ref_mOTU_v2_4781]
ref_mOTU_v2_5140,Leclercia adecarboxylata [ref_mOTU_v2_5140]
ref_mOTU_v2_2026,Leeia oryzae [ref_mOTU_v2_2026]
ref_mOTU_v2_4180,Leeuwenhoekiella blandensis [ref_mOTU_v2_4180]
ref_mOTU_v2_3221,Leeuwenhoekiella sp. [ref_mOTU_v2_3221]
ref_mOTU_v2_3222,Leeuwenhoekiella sp. [ref_mOTU_v2_3222]
ref_mOTU_v2_2664,Legionella anisa [ref_mOTU_v2_2664]
ref_mOTU_v2_4722,Legionella drancourtii [ref_mOTU_v2_4722]
ref_mOTU_v2_3311,Legionella fairfieldensis [ref_mOTU_v2_3311]
ref_mOTU_v2_2027,Legionella geestiana [ref_mOTU_v2_2027]
ref_mOTU_v2_2028,Legionella lansingensis [ref_mOTU_v2_2028]
ref_mOTU_v2_1465,Legionella longbeachae [ref_mOTU_v2_1465]
ref_mOTU_v2_0141,Legionella massiliensis [ref_mOTU_v2_0141]
ref_mOTU_v2_2029,Legionella moravica [ref_mOTU_v2_2029]
ref_mOTU_v2_3576,Legionella norrlandica [ref_mOTU_v2_3576]
ref_mOTU_v2_0961,Legionella oakridgensis [ref_mOTU_v2_0961]
ref_mOTU_v2_0309,Legionella pneumophila [ref_mOTU_v2_0309]
ref_mOTU_v2_5152,Legionella pneumophila [ref_mOTU_v2_5152]
ref_mOTU_v2_3312,Legionella sainthelensi [ref_mOTU_v2_3312]
ref_mOTU_v2_2030,Legionella shakespearei [ref_mOTU_v2_2030]
ref_mOTU_v2_3369,Leifsonia aquatica [ref_mOTU_v2_3369]
ref_mOTU_v2_3116,Leifsonia rubra [ref_mOTU_v2_3116]
ref_mOTU_v2_3216,Leifsonia xyli [ref_mOTU_v2_3216]
ref_mOTU_v2_3883,Leifsonia xyli [ref_mOTU_v2_3883]
ref_mOTU_v2_5302,Leisingera aquimarina [ref_mOTU_v2_5302]
ref_mOTU_v2_5299,Leisingera caerulea [ref_mOTU_v2_5299]
ref_mOTU_v2_1391,Leisingera daeponensis [ref_mOTU_v2_1391]
ref_mOTU_v2_5301,Leisingera methylohalidivorans [ref_mOTU_v2_5301]
ref_mOTU_v2_1550,Leisingera sp. ANG1 [ref_mOTU_v2_1550]
ref_mOTU_v2_0075,Leminorella grimontii [ref_mOTU_v2_0075]
ref_mOTU_v2_4503,Lentibacillus jeotgali [ref_mOTU_v2_4503]
ref_mOTU_v2_3942,Lentisphaera araneosa [ref_mOTU_v2_3942]
meta_mOTU_v2_6522,Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_6522]
meta_mOTU_v2_7780,Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_7780]
ref_mOTU_v2_4195,Lentzea albidocapillata [ref_mOTU_v2_4195]
ref_mOTU_v2_3866,Leptolyngbya boryana [ref_mOTU_v2_3866]
ref_mOTU_v2_3211,Leptolyngbya sp. Heron Island J [ref_mOTU_v2_3211]
ref_mOTU_v2_3566,Leptolyngbya sp. JSC-1 [ref_mOTU_v2_3566]
ref_mOTU_v2_2646,Leptolyngbya sp. KIOST-1 [ref_mOTU_v2_2646]
ref_mOTU_v2_2403,Leptolyngbya sp. PCC 6406 [ref_mOTU_v2_2403]
ref_mOTU_v2_1578,Leptolyngbya sp. PCC 7375 [ref_mOTU_v2_1578]
ref_mOTU_v2_1819,Leptolyngbya sp. PCC 7376 [ref_mOTU_v2_1819]
meta_mOTU_v2_6464,Leptonema illini [meta_mOTU_v2_6464]
ref_mOTU_v2_5176,Leptonema illini [ref_mOTU_v2_5176]
ref_mOTU_v2_1663,Leptospira alexanderi [ref_mOTU_v2_1663]
ref_mOTU_v2_0837,Leptospira alstonii [ref_mOTU_v2_0837]
ref_mOTU_v2_1354,Leptospira biflexa [ref_mOTU_v2_1354]
ref_mOTU_v2_0211,Leptospira borgpetersenii [ref_mOTU_v2_0211]
ref_mOTU_v2_1664,Leptospira broomii [ref_mOTU_v2_1664]
ref_mOTU_v2_2461,Leptospira fainei [ref_mOTU_v2_2461]
ref_mOTU_v2_1665,Leptospira inadai [ref_mOTU_v2_1665]
ref_mOTU_v2_0015,Leptospira interrogans [ref_mOTU_v2_0015]
ref_mOTU_v2_0018,Leptospira interrogans/noguchii [ref_mOTU_v2_0018]
ref_mOTU_v2_0212,Leptospira kirschneri/santarosai [ref_mOTU_v2_0212]
ref_mOTU_v2_1666,Leptospira kmetyi [ref_mOTU_v2_1666]
ref_mOTU_v2_0213,Leptospira licerasiae [ref_mOTU_v2_0213]
ref_mOTU_v2_0745,Leptospira mayottensis [ref_mOTU_v2_0745]
ref_mOTU_v2_0746,Leptospira meyeri [ref_mOTU_v2_0746]
ref_mOTU_v2_0017,Leptospira santarosai [ref_mOTU_v2_0017]
ref_mOTU_v2_2756,Leptospira sp. B5-022 [ref_mOTU_v2_2756]
ref_mOTU_v2_2796,Leptospira terpstrae [ref_mOTU_v2_2796]
ref_mOTU_v2_2585,Leptospira vanthielii [ref_mOTU_v2_2585]
ref_mOTU_v2_0016,Leptospira weilii [ref_mOTU_v2_0016]
ref_mOTU_v2_2586,Leptospira weilii [ref_mOTU_v2_2586]
ref_mOTU_v2_2587,Leptospira wolbachii [ref_mOTU_v2_2587]
ref_mOTU_v2_2462,Leptospira wolffii [ref_mOTU_v2_2462]
ref_mOTU_v2_2784,Leptospira yanagawae [ref_mOTU_v2_2784]
ref_mOTU_v2_0208,Leptospirillum ferriphilum [ref_mOTU_v2_0208]
ref_mOTU_v2_3717,Leptospirillum ferriphilum [ref_mOTU_v2_3717]
ref_mOTU_v2_2362,Leptospirillum ferrooxidans [ref_mOTU_v2_2362]
ref_mOTU_v2_4163,Leptothrix cholodnii [ref_mOTU_v2_4163]
ref_mOTU_v2_4412,Leptotrichia buccalis [ref_mOTU_v2_4412]
ref_mOTU_v2_1456,Leptotrichia goodfellowii [ref_mOTU_v2_1456]
ref_mOTU_v2_1054,Leptotrichia hofstadii [ref_mOTU_v2_1054]
ref_mOTU_v2_2031,Leptotrichia shahii [ref_mOTU_v2_2031]
ref_mOTU_v2_2620,Leptotrichia sp. [ref_mOTU_v2_2620]
ref_mOTU_v2_3041,Leptotrichia sp. [ref_mOTU_v2_3041]
meta_mOTU_v2_5394,Leptotrichia sp. oral taxon 847 [meta_mOTU_v2_5394]
ref_mOTU_v2_2032,Leptotrichia trevisanii [ref_mOTU_v2_2032]
ref_mOTU_v2_0500,Leptotrichia wadei [ref_mOTU_v2_0500]
ref_mOTU_v2_2033,Leucobacter chironomi [ref_mOTU_v2_2033]
ref_mOTU_v2_4858,Leucobacter chromiiresistens [ref_mOTU_v2_4858]
ref_mOTU_v2_2745,Leucobacter salsicius [ref_mOTU_v2_2745]
ref_mOTU_v2_3245,Leucobacter sp. PH1c [ref_mOTU_v2_3245]
ref_mOTU_v2_2947,Leucobacter sp. UCD-THU [ref_mOTU_v2_2947]
ref_mOTU_v2_2658,Leuconostoc carnosum [ref_mOTU_v2_2658]
ref_mOTU_v2_0385,Leuconostoc citreum [ref_mOTU_v2_0385]
ref_mOTU_v2_5129,Leuconostoc fallax [ref_mOTU_v2_5129]
ref_mOTU_v2_0877,Leuconostoc gelidum [ref_mOTU_v2_0877]
ref_mOTU_v2_1501,Leuconostoc kimchii [ref_mOTU_v2_1501]
ref_mOTU_v2_0929,Leuconostoc lactis [ref_mOTU_v2_0929]
ref_mOTU_v2_0384,Leuconostoc mesenteroides [ref_mOTU_v2_0384]
ref_mOTU_v2_0644,Leuconostoc pseudomesenteroides [ref_mOTU_v2_0644]
ref_mOTU_v2_5293,Leucothrix mucor [ref_mOTU_v2_5293]
ref_mOTU_v2_5216,Levyella massiliensis [ref_mOTU_v2_5216]
ref_mOTU_v2_2034,Lewinella cohaerens [ref_mOTU_v2_2034]
ref_mOTU_v2_2035,Lewinella persica [ref_mOTU_v2_2035]
meta_mOTU_v2_5543,Libanicoccus massiliensis [meta_mOTU_v2_5543]
meta_mOTU_v2_7516,Libanicoccus massiliensis [meta_mOTU_v2_7516]
ref_mOTU_v2_2568,Liberibacter crescens [ref_mOTU_v2_2568]
ref_mOTU_v2_4142,Limnobacter sp. MED105 [ref_mOTU_v2_4142]
ref_mOTU_v2_1762,Limnohabitans sp. Rim28 [ref_mOTU_v2_1762]
ref_mOTU_v2_1763,Limnohabitans sp. Rim47 [ref_mOTU_v2_1763]
ref_mOTU_v2_2819,Listeria aquatica [ref_mOTU_v2_2819]
ref_mOTU_v2_0953,Listeria booriae/riparia [ref_mOTU_v2_0953]
ref_mOTU_v2_2821,Listeria cornellensis [ref_mOTU_v2_2821]
ref_mOTU_v2_0801,Listeria fleischmannii [ref_mOTU_v2_0801]
ref_mOTU_v2_2818,Listeria floridensis [ref_mOTU_v2_2818]
ref_mOTU_v2_2820,Listeria grandensis [ref_mOTU_v2_2820]
ref_mOTU_v2_0954,Listeria grayi [ref_mOTU_v2_0954]
ref_mOTU_v2_0049,Listeria innocua [ref_mOTU_v2_0049]
ref_mOTU_v2_1204,Listeria ivanovii [ref_mOTU_v2_1204]
ref_mOTU_v2_1205,Listeria ivanovii [ref_mOTU_v2_1205]
ref_mOTU_v2_4837,Listeria marthii [ref_mOTU_v2_4837]
ref_mOTU_v2_0118,Listeria monocytogenes [ref_mOTU_v2_0118]
ref_mOTU_v2_1250,Listeria newyorkensis [ref_mOTU_v2_1250]
ref_mOTU_v2_2823,Listeria rocourtiae [ref_mOTU_v2_2823]
ref_mOTU_v2_1482,Listeria seeligeri [ref_mOTU_v2_1482]
ref_mOTU_v2_2822,Listeria weihenstephanensis [ref_mOTU_v2_2822]
ref_mOTU_v2_4121,Listeria welshimeri [ref_mOTU_v2_4121]
ref_mOTU_v2_2191,Litoreibacter arenae [ref_mOTU_v2_2191]
ref_mOTU_v2_3084,Loktanella cinnabarina [ref_mOTU_v2_3084]
ref_mOTU_v2_0501,Loktanella hongkongensis [ref_mOTU_v2_0501]
ref_mOTU_v2_2036,Loktanella vestfoldensis [ref_mOTU_v2_2036]
ref_mOTU_v2_3946,Loktanella vestfoldensis [ref_mOTU_v2_3946]
ref_mOTU_v2_2037,Longispora albida [ref_mOTU_v2_2037]
ref_mOTU_v2_0312,Lonsdalea quercina [ref_mOTU_v2_0312]
ref_mOTU_v2_4518,Luminiphilus syltensis [ref_mOTU_v2_4518]
ref_mOTU_v2_2940,Lunatimonas lonarensis [ref_mOTU_v2_2940]
ref_mOTU_v2_3592,Luteibacter sp. 9135 [ref_mOTU_v2_3592]
ref_mOTU_v2_1257,Luteibacter sp. 9143 [ref_mOTU_v2_1257]
ref_mOTU_v2_3417,Luteimonas huabeiensis [ref_mOTU_v2_3417]
ref_mOTU_v2_2038,Luteimonas mephitis [ref_mOTU_v2_2038]
ref_mOTU_v2_5203,Luteimonas sp. J29 [ref_mOTU_v2_5203]
ref_mOTU_v2_4644,Lutibaculum baratangense [ref_mOTU_v2_4644]
ref_mOTU_v2_3940,Lyngbya sp. PCC 8106 [ref_mOTU_v2_3940]
ref_mOTU_v2_0880,Lysinibacillus boronitolerans/fusiformis [ref_mOTU_v2_0880]
ref_mOTU_v2_3193,Lysinibacillus manganicus [ref_mOTU_v2_3193]
ref_mOTU_v2_2550,Lysinibacillus massiliensis [ref_mOTU_v2_2550]
ref_mOTU_v2_2604,Lysinibacillus odysseyi [ref_mOTU_v2_2604]
ref_mOTU_v2_3196,Lysinibacillus sinduriensis [ref_mOTU_v2_3196]
ref_mOTU_v2_3547,Lysinibacillus sp. BF-4 [ref_mOTU_v2_3547]
ref_mOTU_v2_2922,Lysinibacillus sphaericus [ref_mOTU_v2_2922]
ref_mOTU_v2_1135,Lysinibacillus sphaericus/fusiformis [ref_mOTU_v2_1135]
ref_mOTU_v2_0625,Lysinibacillus sphaericus/varians [ref_mOTU_v2_0625]
ref_mOTU_v2_1650,Lysinimicrobium mangrovi [ref_mOTU_v2_1650]
ref_mOTU_v2_4993,Lysobacter antibioticus [ref_mOTU_v2_4993]
ref_mOTU_v2_5145,Lysobacter arseniciresistens [ref_mOTU_v2_5145]
ref_mOTU_v2_3428,Lysobacter capsici [ref_mOTU_v2_3428]
ref_mOTU_v2_2039,Lysobacter concretionis [ref_mOTU_v2_2039]
ref_mOTU_v2_3206,Lysobacter daejeonensis [ref_mOTU_v2_3206]
ref_mOTU_v2_3205,Lysobacter defluvii [ref_mOTU_v2_3205]
ref_mOTU_v2_2986,Lysobacter dokdonensis [ref_mOTU_v2_2986]
ref_mOTU_v2_2975,Lysobacter sp. URHA0019 [ref_mOTU_v2_2975]
ref_mOTU_v2_4292,Macrococcus caseolyticus [ref_mOTU_v2_4292]
ref_mOTU_v2_0991,Mageeibacillus indolicus [ref_mOTU_v2_0991]
ref_mOTU_v2_3683,Magnetococcus marinus [ref_mOTU_v2_3683]
ref_mOTU_v2_2762,Magnetospirillum caucaseum [ref_mOTU_v2_2762]
ref_mOTU_v2_3399,Magnetospirillum gryphiswaldense [ref_mOTU_v2_3399]
ref_mOTU_v2_4041,Magnetospirillum magneticum [ref_mOTU_v2_4041]
ref_mOTU_v2_4826,Mahella australiensis [ref_mOTU_v2_4826]
meta_mOTU_v2_5632,Mailhella massiliensis [meta_mOTU_v2_5632]
meta_mOTU_v2_5462,Malassezia globosa [meta_mOTU_v2_5462]
ref_mOTU_v2_2614,Mangrovibacter sp. MFB070 [ref_mOTU_v2_2614]
ref_mOTU_v2_2481,Mangrovimonas yunxiaonensis [ref_mOTU_v2_2481]
ref_mOTU_v2_0933,Mannheimia haemolytica [ref_mOTU_v2_0933]
ref_mOTU_v2_3467,Mannheimia haemolytica [ref_mOTU_v2_3467]
ref_mOTU_v2_3786,Mannheimia succiniciproducens [ref_mOTU_v2_3786]
ref_mOTU_v2_1174,Mannheimia varigena [ref_mOTU_v2_1174]
ref_mOTU_v2_3401,Mannheimia varigena [ref_mOTU_v2_3401]
ref_mOTU_v2_3226,Maribacter forsetii [ref_mOTU_v2_3226]
ref_mOTU_v2_3938,Maribacter sp. HTCC2170 [ref_mOTU_v2_3938]
ref_mOTU_v2_2788,Maribacter sp. Hel_I_7 [ref_mOTU_v2_2788]
ref_mOTU_v2_3638,Maribius sp. MOLA 401 [ref_mOTU_v2_3638]
ref_mOTU_v2_4159,Maricaulis maris [ref_mOTU_v2_4159]
ref_mOTU_v2_4953,Marichromatium purpuratum [ref_mOTU_v2_4953]
meta_mOTU_v2_6389,Marine Group III euryarchaeote CG-Bathy1 [meta_mOTU_v2_6389]
meta_mOTU_v2_6746,Marine Group III euryarchaeote CG-Epi2 [meta_mOTU_v2_6746]
ref_mOTU_v2_0697,Marinilabilia salmonicolor [ref_mOTU_v2_0697]
ref_mOTU_v2_0089,Marinimicrobia sp. [ref_mOTU_v2_0089]
ref_mOTU_v2_0205,Marinimicrobia sp. [ref_mOTU_v2_0205]
ref_mOTU_v2_5231,Marinimicrobia sp. [ref_mOTU_v2_5231]
ref_mOTU_v2_2040,Marinimicrobium agarilyticum [ref_mOTU_v2_2040]
ref_mOTU_v2_3183,Marinimicrobium sp. LS-A18 [ref_mOTU_v2_3183]
ref_mOTU_v2_2751,Mariniradius saccharolyticus [ref_mOTU_v2_2751]
ref_mOTU_v2_5044,Marinithermus hydrothermalis [ref_mOTU_v2_5044]
ref_mOTU_v2_4259,Marinitoga piezophila [ref_mOTU_v2_4259]
ref_mOTU_v2_0350,Marinobacter adhaerens/manganoxydans [ref_mOTU_v2_0350]
ref_mOTU_v2_4257,Marinobacter algicola [ref_mOTU_v2_4257]
ref_mOTU_v2_2041,Marinobacter daepoensis [ref_mOTU_v2_2041]
ref_mOTU_v2_0694,Marinobacter hydrocarbonoclasticus [ref_mOTU_v2_0694]
ref_mOTU_v2_1658,Marinobacter lipolyticus [ref_mOTU_v2_1658]
ref_mOTU_v2_3035,Marinobacter lipolyticus [ref_mOTU_v2_3035]
ref_mOTU_v2_4637,Marinobacter nanhaiticus [ref_mOTU_v2_4637]
ref_mOTU_v2_2282,Marinobacter nitratireducens [ref_mOTU_v2_2282]
ref_mOTU_v2_2939,Marinobacter santoriniensis [ref_mOTU_v2_2939]
ref_mOTU_v2_4353,Marinobacter sp. BSs20148 [ref_mOTU_v2_4353]
ref_mOTU_v2_3864,Marinobacter sp. ELB17 [ref_mOTU_v2_3864]
ref_mOTU_v2_3243,Marinobacter sp. ES-1 [ref_mOTU_v2_3243]
ref_mOTU_v2_3551,Marinobacter sp. HL-58 [ref_mOTU_v2_3551]
ref_mOTU_v2_3359,Marinobacter sp. MCTG268 [ref_mOTU_v2_3359]
ref_mOTU_v2_2042,Marinobacterium litorale [ref_mOTU_v2_2042]
ref_mOTU_v2_2043,Marinobacterium rhizophilum [ref_mOTU_v2_2043]
ref_mOTU_v2_2692,Marinobacterium sp. AK27 [ref_mOTU_v2_2692]
ref_mOTU_v2_1645,Marinobacterium stanieri [ref_mOTU_v2_1645]
ref_mOTU_v2_2044,Marinococcus halotolerans [ref_mOTU_v2_2044]
ref_mOTU_v2_4872,Marinomonas mediterranea [ref_mOTU_v2_4872]
ref_mOTU_v2_4355,Marinomonas posidonica [ref_mOTU_v2_4355]
ref_mOTU_v2_2535,Marinomonas profundimaris [ref_mOTU_v2_2535]
ref_mOTU_v2_3957,Marinomonas sp. MED121 [ref_mOTU_v2_3957]
ref_mOTU_v2_4185,Marinomonas sp. MWYL1 [ref_mOTU_v2_4185]
ref_mOTU_v2_2045,Marinomonas ushuaiensis [ref_mOTU_v2_2045]
ref_mOTU_v2_2046,Marinospirillum insulare [ref_mOTU_v2_2046]
ref_mOTU_v2_2047,Marinospirillum minutulum [ref_mOTU_v2_2047]
ref_mOTU_v2_0731,Mariprofundus ferrooxydans [ref_mOTU_v2_0731]
ref_mOTU_v2_2048,Maritalea myrionectae [ref_mOTU_v2_2048]
ref_mOTU_v2_3955,Maritimibacter alkaliphilus [ref_mOTU_v2_3955]
ref_mOTU_v2_4681,Marivirga tractuosa [ref_mOTU_v2_4681]
ref_mOTU_v2_4170,Marmoricola aequoreus [ref_mOTU_v2_4170]
ref_mOTU_v2_2977,Marmoricola sp. URHB0036 [ref_mOTU_v2_2977]
ref_mOTU_v2_2049,Martelella mediterranea [ref_mOTU_v2_2049]
ref_mOTU_v2_4798,Martelella sp. AD-3 [ref_mOTU_v2_4798]
ref_mOTU_v2_4332,Marvinbryantia formatexigens [ref_mOTU_v2_4332]
ref_mOTU_v2_0399,Massilia alkalitolerans [ref_mOTU_v2_0399]
ref_mOTU_v2_4931,Massilia consociata [ref_mOTU_v2_4931]
ref_mOTU_v2_2050,Massilia niastensis [ref_mOTU_v2_2050]
ref_mOTU_v2_3593,Massilia sp. 9096 [ref_mOTU_v2_3593]
ref_mOTU_v2_5094,Massilia timonae [ref_mOTU_v2_5094]
ref_mOTU_v2_3783,Mastigocladopsis repens [ref_mOTU_v2_3783]
ref_mOTU_v2_0502,Megamonas funiformis/rupellensis [ref_mOTU_v2_0502]
ref_mOTU_v2_2051,Megamonas hypermegale [ref_mOTU_v2_2051]
ref_mOTU_v2_2052,Meganema perideroedes [ref_mOTU_v2_2052]
ref_mOTU_v2_0252,Megasphaera elsdenii [ref_mOTU_v2_0252]
ref_mOTU_v2_0003,Megasphaera genomosp. [ref_mOTU_v2_0003]
ref_mOTU_v2_2684,Megasphaera massiliensis [ref_mOTU_v2_2684]
ref_mOTU_v2_4840,Megasphaera micronuciformis [ref_mOTU_v2_4840]
ref_mOTU_v2_1787,Megasphaera sp. BV3C16-1 [ref_mOTU_v2_1787]
ref_mOTU_v2_1545,Megasphaera sp. UPII 135-E [ref_mOTU_v2_1545]
ref_mOTU_v2_0965,Megasphaera sp. [ref_mOTU_v2_0965]
ref_mOTU_v2_2053,Meiothermus cerbereus [ref_mOTU_v2_2053]
ref_mOTU_v2_5160,Meiothermus chliarophilus [ref_mOTU_v2_5160]
ref_mOTU_v2_1015,Meiothermus ruber [ref_mOTU_v2_1015]
ref_mOTU_v2_4622,Meiothermus rufus [ref_mOTU_v2_4622]
ref_mOTU_v2_4438,Meiothermus silvanus [ref_mOTU_v2_4438]
ref_mOTU_v2_2054,Meiothermus taiwanensis [ref_mOTU_v2_2054]
ref_mOTU_v2_2055,Meiothermus timidus [ref_mOTU_v2_2055]
ref_mOTU_v2_2457,Melioribacter roseus [ref_mOTU_v2_2457]
ref_mOTU_v2_0330,Melissococcus plutonius [ref_mOTU_v2_0330]
meta_mOTU_v2_6340,Merdibacter massiliensis [meta_mOTU_v2_6340]
ref_mOTU_v2_2316,Mesoaciditoga lauensis [ref_mOTU_v2_2316]
ref_mOTU_v2_1554,Mesoflavibacter zeaxanthinifaciens [ref_mOTU_v2_1554]
ref_mOTU_v2_2057,Mesoflavibacter zeaxanthinifaciens [ref_mOTU_v2_2057]
ref_mOTU_v2_2058,Mesonia mobilis [ref_mOTU_v2_2058]
ref_mOTU_v2_1140,Mesoplasma florum [ref_mOTU_v2_1140]
ref_mOTU_v2_1718,Mesorhizobium amorphae [ref_mOTU_v2_1718]
ref_mOTU_v2_0997,Mesorhizobium australicum [ref_mOTU_v2_0997]
ref_mOTU_v2_0169,Mesorhizobium ciceri [ref_mOTU_v2_0169]
ref_mOTU_v2_4789,Mesorhizobium ciceri [ref_mOTU_v2_4789]
ref_mOTU_v2_1631,Mesorhizobium erdmanii [ref_mOTU_v2_1631]
ref_mOTU_v2_1315,Mesorhizobium huakuii/loti [ref_mOTU_v2_1315]
ref_mOTU_v2_1630,Mesorhizobium loti [ref_mOTU_v2_1630]
ref_mOTU_v2_5197,Mesorhizobium loti [ref_mOTU_v2_5197]
ref_mOTU_v2_2964,Mesorhizobium metallidurans [ref_mOTU_v2_2964]
ref_mOTU_v2_0998,Mesorhizobium opportunistum [ref_mOTU_v2_0998]
ref_mOTU_v2_2930,Mesorhizobium sp. L2C084A000 [ref_mOTU_v2_2930]
ref_mOTU_v2_2931,Mesorhizobium sp. LNHC252B00 [ref_mOTU_v2_2931]
ref_mOTU_v2_2932,Mesorhizobium sp. LSHC420B00 [ref_mOTU_v2_2932]
ref_mOTU_v2_2933,Mesorhizobium sp. LSJC280B00 [ref_mOTU_v2_2933]
ref_mOTU_v2_1052,Mesorhizobium sp. NBIMC_P2-C3 [ref_mOTU_v2_1052]
ref_mOTU_v2_2965,Mesorhizobium sp. STM 4661 [ref_mOTU_v2_2965]
ref_mOTU_v2_2972,Mesorhizobium sp. URHA0056 [ref_mOTU_v2_2972]
ref_mOTU_v2_3162,Mesorhizobium sp. URHC0008 [ref_mOTU_v2_3162]
ref_mOTU_v2_1632,Mesorhizobium sp. WSM3224 [ref_mOTU_v2_1632]
ref_mOTU_v2_1633,Mesorhizobium sp. WSM3626 [ref_mOTU_v2_1633]
ref_mOTU_v2_0170,Mesorhizobium sp. [ref_mOTU_v2_0170]
ref_mOTU_v2_0996,Mesorhizobium sp. [ref_mOTU_v2_0996]
ref_mOTU_v2_0905,Mesotoga infera/prima [ref_mOTU_v2_0905]
ref_mOTU_v2_1566,Metallosphaera cuprina [ref_mOTU_v2_1566]
ref_mOTU_v2_1371,Metallosphaera sedula [ref_mOTU_v2_1371]
ref_mOTU_v2_4756,Metallosphaera yellowstonensis [ref_mOTU_v2_4756]
ref_mOTU_v2_4122,Methanobacterium arcticum [ref_mOTU_v2_4122]
ref_mOTU_v2_2512,Methanobacterium formicicum [ref_mOTU_v2_2512]
ref_mOTU_v2_3776,Methanobacterium formicicum [ref_mOTU_v2_3776]
ref_mOTU_v2_5064,Methanobacterium lacus [ref_mOTU_v2_5064]
ref_mOTU_v2_5041,Methanobacterium paludis [ref_mOTU_v2_5041]
ref_mOTU_v2_3158,Methanobacterium sp. MB1 [ref_mOTU_v2_3158]
ref_mOTU_v2_3574,Methanobacterium sp. SMA-27 [ref_mOTU_v2_3574]
ref_mOTU_v2_2599,Methanobacterium sp. [ref_mOTU_v2_2599]
ref_mOTU_v2_3263,Methanobrevibacter arboriphilus [ref_mOTU_v2_3263]
ref_mOTU_v2_0799,Methanobrevibacter boviskoreani [ref_mOTU_v2_0799]
ref_mOTU_v2_3356,Methanobrevibacter oralis [ref_mOTU_v2_3356]
ref_mOTU_v2_4653,Methanobrevibacter ruminantium [ref_mOTU_v2_4653]
ref_mOTU_v2_1384,Methanobrevibacter smithii [ref_mOTU_v2_1384]
ref_mOTU_v2_1385,Methanobrevibacter smithii [ref_mOTU_v2_1385]
ref_mOTU_v2_3338,Methanobrevibacter wolinii [ref_mOTU_v2_3338]
ref_mOTU_v2_2990,Methanocaldococcus bathoardescens [ref_mOTU_v2_2990]
ref_mOTU_v2_4538,Methanocaldococcus fervens [ref_mOTU_v2_4538]
ref_mOTU_v2_4537,Methanocaldococcus infernus [ref_mOTU_v2_4537]
ref_mOTU_v2_3817,Methanocaldococcus jannaschii [ref_mOTU_v2_3817]
ref_mOTU_v2_4684,Methanocaldococcus sp. [ref_mOTU_v2_4684]
ref_mOTU_v2_0260,Methanocaldococcus villosus [ref_mOTU_v2_0260]
ref_mOTU_v2_4556,Methanocaldococcus vulcanius [ref_mOTU_v2_4556]
